DateOfBite,Species,Breed,Age,Gender,SpayNeuter
December 02 2015,DOG,German Shepherd,,U,FALSE
December 02 2015,DOG,Mixed/Other,16,M,FALSE
November 27 2015,DOG,JACK RUSS-X,7,U,FALSE
December 01 2015,DOG,Pit Bull,,U,FALSE
November 29 2015,DOG,Cocker Spaniel,2,M,FALSE
December 01 2015,DOG,Weimaraner,8M,M,TRUE
November 30 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,F,FALSE
November 26 2015,DOG,SHEPERD,,U,FALSE
November 06 2015,DOG,Pit Bull,,U,FALSE
December 06 2015,DOG,"Bull Dog, French",10,F,FALSE
December 07 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE
December 05 2015,DOG,American Pit Bull Mix / Pit Bull Mix,4,M,FALSE
December 04 2015,DOG,"Poodle, Miniature",3,M,TRUE
December 06 2015,DOG,Chow Chow,,U,FALSE
December 04 2015,DOG,JACK RUSSELL TERRIER MIX,2,M,FALSE
November 15 2015,DOG,Weimaraner,2,F,TRUE
December 10 2015,DOG,Havanese,11,M,TRUE
December 07 2015,DOG,Siberian Husky,,U,FALSE
December 11 2015,DOG,American Pit Bull Mix / Pit Bull Mix,5,M,TRUE
December 11 2015,DOG,GERMAN SHEPHERD/HUSKY MIX,4,M,TRUE
December 06 2015,DOG,Labrador Retriever,,U,FALSE
December 13 2015,DOG,Labrador Retriever Crossbreed,1,M,TRUE
December 15 2015,DOG,German Shepherd,,U,FALSE
December 15 2015,DOG,Doberman Pinscher,6,M,TRUE
December 17 2015,DOG,Yorkshire Terrier,3,F,TRUE
December 15 2015,DOG,Rottweiler,,U,FALSE
December 16 2015,DOG,"Bull Dog, French",1,M,TRUE
December 14 2015,DOG,Yorkshire Terrier,2,M,TRUE
December 15 2015,DOG,Pit Bull,,U,FALSE
December 18 2015,DOG,Pit Bull,9M,F,FALSE
December 19 2015,DOG,Labrador Retriever,,U,FALSE
December 21 2015,DOG,PIT BULL TERRIER,7,M,FALSE
December 21 2015,DOG,Bull dog,,F,FALSE
December 18 2015,DOG,"Shar-Pei, Chinese",11,M,TRUE
December 19 2015,DOG,BLUE TICK HOUND,6,M,TRUE
December 19 2015,DOG,Pit Bull,,U,FALSE
December 23 2015,DOG,Pit Bull,,U,FALSE
December 24 2015,DOG,Shih Tzu,,U,FALSE
December 25 2015,DOG,"Schnauzer, Miniature",,M,FALSE
December 27 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE
December 26 2015,DOG,Dachshund Smooth Coat Miniature,3,M,FALSE
December 29 2015,DOG,LABRADOR RETRIEVER/PIT BULL,8M,M,FALSE
December 27 2015,DOG,Chihuahua,,U,FALSE
December 27 2015,DOG,"Welsh Corgi, Cardigan",5,M,TRUE
December 30 2015,DOG,Belgian Malinois,4,M,TRUE
December 28 2015,DOG,Cocker Spaniel,,U,FALSE
December 25 2015,DOG,Boston Terrier,12,M,TRUE
January 04 2016,DOG,"Poodle, Toy",5,M,TRUE
December 18 2015,DOG,SHEPHERD MIX,8,F,TRUE
December 25 2015,DOG,SHEPHERD MIX,8,F,TRUE
January 01 2016,DOG,Pomeranian,,U,FALSE
January 03 2016,DOG,Golden Retriever,3M,F,FALSE
January 03 2016,DOG,BEAGLE - X,3,M,TRUE
January 04 2016,DOG,GLEN OF IMAAL TERRIER,5,M,TRUE
December 23 2015,DOG,Pit Bull,3,F,FALSE
December 30 2015,DOG,Mixed/Other,,U,FALSE
January 03 2016,DOG,Mixed/Other,,U,FALSE
January 03 2016,DOG,Pekingese,2,M,FALSE
January 05 2016,DOG,TERRIER X,6,M,TRUE
January 04 2016,DOG,Yorkshire Terrier,5M,F,FALSE
January 05 2016,DOG,PITBULL/ LAB MIX,4M,F,FALSE
January 08 2016,DOG,German Shepherd,,U,FALSE
January 02 2016,DOG,SHIH TZU/ MALTESE,5,M,FALSE
January 07 2016,DOG,Mixed/Other,8,F,TRUE
December 29 2015,DOG,German Shepherd,5,M,FALSE
January 11 2016,DOG,Chihuahua,2,M,FALSE
December 22 2015,DOG,West High White Terrier,,U,FALSE
January 14 2016,DOG,HAVANESE/ SHIH TZU,2,M,TRUE
January 15 2016,DOG,Chihuahua,6,M,TRUE
January 16 2016,DOG,Rottweiler,,U,FALSE
January 14 2016,DOG,MINI POODLE X,9,F,TRUE
January 17 2016,DOG,WHITE FORMOSAN MOUNTAIN DOG,,U,FALSE
January 16 2016,DOG,American Pit Bull Terrier/Pit Bull,3,M,TRUE
January 19 2016,DOG,TERRIER,,U,FALSE
January 20 2016,DOG,BASENJI,2,M,TRUE
January 17 2016,DOG,American Pit Bull Terrier/Pit Bull,5,F,TRUE
January 21 2016,DOG,Shih Tzu,5,M,FALSE
January 22 2016,DOG,GOLDEN RETRIEVER MIX,,U,FALSE
January 22 2016,DOG,"Poodle, Standard",,U,FALSE
January 24 2016,DOG,WESTIE/POODLE,5,M,TRUE
January 23 2016,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE
January 23 2016,DOG,American Pit Bull Mix / Pit Bull Mix,4,F,FALSE
January 20 2016,DOG,PUGGLE,9,M,TRUE
January 22 2016,DOG,SHEPHERD,,U,FALSE
January 22 2016,DOG,Golden Retriever,,U,FALSE
January 26 2016,DOG,HOUND X,,M,TRUE
January 24 2016,DOG,Chihuahua,16,M,TRUE
January 27 2016,DOG,Mixed/Other,3,F,TRUE
December 31 2017,DOG,UNKNOWN,,U,FALSE
January 31 2016,DOG,VIZSLA/LAB/PIT,4,M,TRUE
January 29 2016,DOG,Beagle,,U,FALSE
January 08 2016,DOG,Bull dog,6,M,TRUE
January 29 2016,DOG,Jack Russ,8,M,TRUE
January 31 2016,DOG,Lhasa Apso,6,M,TRUE
January 31 2016,DOG,Yorkshire Terrier,5,M,TRUE
January 31 2016,DOG,NOVA SCOTIA DUCK TOLLING TERRIER,,U,FALSE
January 29 2016,DOG,Shih Tzu,,U,FALSE
February 01 2016,DOG,American Pit Bull Mix / Pit Bull Mix,2,M,FALSE
January 30 2016,DOG,Shih Tzu,,M,FALSE
February 03 2016,DOG,AUSTRALIAN CATTLE DOG,7,M,TRUE
February 05 2016,DOG,Pit Bull,3,M,TRUE
February 05 2016,DOG,Beagle,,U,FALSE
February 08 2016,DOG,Labrador Retriever Crossbreed,10,M,TRUE
February 07 2016,DOG,Dachshund Smooth Coat,12,F,TRUE
February 07 2016,DOG,COLLIE,3,M,TRUE
February 07 2016,DOG,Yorkshire Terrier,,U,FALSE
February 08 2016,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,TRUE
February 07 2016,DOG,Pit Bull,,U,FALSE
February 07 2016,DOG,Lhasa Apso,,U,FALSE
February 09 2016,DOG,Shih Tzu,2,M,FALSE
February 09 2016,DOG,Doberman Pinscher,,U,FALSE
February 11 2016,DOG,Chow Chow,14,M,FALSE
February 12 2016,DOG,Pit Bull,,U,FALSE
February 13 2016,DOG,Pit Bull,,F,FALSE
February 14 2016,DOG,American Pit Bull Terrier/Pit Bull,6,M,FALSE
February 14 2016,DOG,SPITZ,,U,FALSE
February 13 2016,DOG,AMERICAN PIT TER/LABRADOR RETR,5,F,FALSE
February 13 2016,DOG,Rottweiler,3M,M,FALSE
February 14 2016,DOG,CAN TERRIER MIX,5,U,FALSE
February 10 2016,DOG,Shih Tzu,13,M,TRUE
February 12 2016,DOG,Jack Russ,3,M,FALSE
February 18 2016,DOG,WEST HIGHLAND TERR,4,M,TRUE
February 18 2016,DOG,Chihuahua,5,M,FALSE
February 17 2016,DOG,Dachshund Smooth Coat,10,M,TRUE
February 18 2016,DOG,Pit Bull,2,M,TRUE
February 20 2016,DOG,Bichon Frise,10,M,TRUE
February 21 2016,DOG,Labrador Retriever,,U,FALSE
February 19 2016,DOG,CHIHUAHUA/TERRIER,3,M,TRUE
February 19 2016,DOG,Bull dog,2,M,TRUE
February 21 2016,DOG,Bichon Frise,2,F,TRUE
February 19 2016,DOG,Golden Retriever,,U,FALSE
February 19 2016,DOG,YORKIE POO,7,M,TRUE
February 25 2016,DOG,Bull dog,2,M,TRUE
February 14 2016,DOG,Mixed/Other,,U,FALSE
February 24 2016,DOG,Labrador Retriever,2,M,TRUE
February 21 2016,DOG,SHEPHERD X,5,F,TRUE
February 24 2016,DOG,Beagle,,U,FALSE
February 26 2016,DOG,PITBULL/LAB MIX,1,F,TRUE
February 24 2016,DOG,Dachshund Smooth Coat,,U,FALSE
February 28 2016,DOG,AUSTRALIAN CATTLE DOG,6,M,TRUE
February 28 2016,DOG,Pit Bull,,U,FALSE
February 29 2016,DOG,Miniature Pinscher,6,F,TRUE
February 29 2016,DOG,Pit Bull,,U,FALSE
February 27 2016,DOG,American Pit Bull Mix / Pit Bull Mix,3,U,FALSE
March 01 2016,DOG,Golden Retriever,13,F,TRUE
March 02 2016,DOG,Labrador Retriever,5,M,TRUE
March 02 2016,DOG,CHIHUAHUA/DACHSCHUND,2M,F,FALSE
February 24 2016,DOG,Pit Bull,,U,FALSE
February 25 2016,DOG,PATTERDALE TERRIER,3,M,FALSE
March 04 2016,DOG,German Shepherd,7,F,TRUE
March 03 2016,DOG,Cairn Terrier,4,F,TRUE
March 08 2016,DOG,GOLDEN RETRIEVER/ ROTTWEILER,4,F,FALSE
March 11 2016,DOG,Shih Tzu,,U,FALSE
February 16 2016,DOG,AUSTRALIAN CATTLE DOG MIX,9,M,TRUE
March 15 2016,DOG,Shih Tzu,7,M,FALSE
March 11 2016,DOG,BASSET HOUND MIX,4M,F,TRUE
March 11 2016,DOG,Pit Bull,,U,FALSE
March 10 2016,DOG,Pit Bull,,U,FALSE
March 15 2016,DOG,German Shepherd,,U,FALSE
March 13 2016,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE
March 15 2016,DOG,Australian Shepherd,2,M,FALSE
March 20 2016,DOG,TERRIER,,U,FALSE
March 19 2016,DOG,Cocker Spaniel,10,M,TRUE
March 19 2016,DOG,SCHNOODLE,6,M,TRUE
March 22 2016,DOG,Chihuahua,10M,F,FALSE
March 22 2016,DOG,Chihuahua,10M,F,FALSE
March 17 2016,DOG,MORKIE,6,F,TRUE
March 17 2016,DOG,American Staffordshire Terrier,4,M,TRUE
March 22 2016,DOG,Maltese,1,M,TRUE
March 20 2016,DOG,Mixed/Other,,U,FALSE
March 23 2016,DOG,AMERICAN PITBULL/ LABRADOR RETRIEVER,6,F,FALSE
March 26 2016,DOG,Jack Russ,15,M,TRUE
March 26 2016,DOG,Pit Bull,5M,M,FALSE
March 27 2016,DOG,Yorkshire Terrier,,U,FALSE
March 25 2016,DOG,Bull dog,5,M,FALSE
March 24 2016,DOG,"Bull Dog, French",,U,FALSE
March 26 2016,DOG,TERRIER,2M,F,TRUE
March 24 2016,DOG,Yorkshire Terrier,1,F,TRUE
March 13 2016,DOG,BEAGLE/JACK RUSSELL,8,F,TRUE
March 29 2016,DOG,TERRIER MIX,8M,M,TRUE
March 30 2016,DOG,Pit Bull,,U,FALSE
March 25 2016,DOG,Irish Wolfhound,2,F,FALSE
April 02 2016,DOG,MALTIPOO,4,M,FALSE
April 05 2016,DOG,WEST HIGHLAND TERRIER/ YORKSHIRE TERRIER,1,M,FALSE
April 02 2016,DOG,Pit Bull,,U,FALSE
April 02 2016,DOG,BOXER/SHEPHERD X,,U,FALSE
April 03 2016,DOG,Maltese,6,M,FALSE
April 04 2016,DOG,Vizsla,4,F,TRUE
April 03 2016,DOG,West High White Terrier,3,F,FALSE
April 05 2016,DOG,Mixed/Other,3.5,M,TRUE
April 08 2016,DOG,American Pit Bull Mix / Pit Bull Mix,5,M,TRUE
April 08 2016,DOG,Maltese,3,M,TRUE
April 07 2016,DOG,Pit Bull,4,M,TRUE
April 07 2016,DOG,Chihuahua,,U,FALSE
April 08 2016,DOG,POMSKI,2,M,FALSE
April 12 2016,DOG,Mixed/Other,,U,FALSE
April 09 2016,DOG,BOXER/PITBULL MIX,2,F,FALSE
April 12 2016,DOG,Maltese,3,M,TRUE
April 09 2016,DOG,Rottweiler,2,M,FALSE
April 09 2016,DOG,Dachshund Smooth Coat,4M,M,TRUE
April 09 2016,DOG,COLLIE/TERRIER MIX,4M,F,TRUE
April 13 2016,DOG,German Shepherd,,M,FALSE
April 16 2016,DOG,American Staffordshire Terrier,1,M,FALSE
April 15 2016,DOG,Labrador Retriever,4M,M,TRUE
April 12 2016,DOG,Labrador Retriever,2,F,TRUE
April 15 2016,DOG,Pomeranian,8,M,FALSE
April 18 2016,DOG,Bull dog,,U,FALSE
April 19 2016,DOG,AUSTRALIAN CATTLE DOG,7,M,FALSE
April 16 2016,DOG,ROTWEILLER/LABRADOR RETRIEVER,4,F,TRUE
April 01 2016,DOG,Pit Bull,,U,FALSE
April 19 2016,DOG,Pit Bull,,M,TRUE
April 17 2016,DOG,American Pit Bull Terrier/Pit Bull,3,F,TRUE
April 21 2016,DOG,TERRIER,,U,FALSE
April 15 2016,DOG,Pit Bull,3,F,TRUE
April 13 2016,DOG,Bichon Frise,7,F,FALSE
April 25 2016,DOG,Shih Tzu,11 YRS,F,FALSE
April 25 2016,DOG,"NOT SURE, RESCUE",2 YRS,F,FALSE
April 23 2016,DOG,German Shepherd,3,M,TRUE
April 22 2016,DOG,Miniature Pinscher,,U,FALSE
April 22 2016,DOG,Pit Bull,,U,FALSE
April 25 2016,DOG,BEAGLE/HUSKY,4 YRS,M,TRUE
April 27 2016,DOG,Maltese,11,M,TRUE
April 26 2016,DOG,Brittany Spaniel,10 YRS,F,TRUE
April 23 2016,DOG,Pit Bull,,U,FALSE
April 25 2016,DOG,TERRIER,4,M,TRUE
April 26 2016,DOG,Pit Bull,,U,FALSE
April 27 2016,DOG,Bull dog,,U,FALSE
April 27 2016,DOG,Jack Russ,,U,FALSE
April 30 2016,DOG,BOXER,7,F,TRUE
April 26 2016,DOG,"Dachshund, Long Haired",5,M,FALSE
April 27 2016,DOG,SHEPHERD,,U,FALSE
April 25 2016,DOG,German Shepherd Crossbreed,4,M,FALSE
May 02 2015,DOG,JACK RUSSELL MIX,,F,FALSE
April 30 2016,DOG,Bull dog,,U,FALSE
April 12 2016,DOG,Mixed/Other,5,F,TRUE
May 04 2016,DOG,Golden Retriever,,U,FALSE
May 01 2016,DOG,Pomeranian,,U,FALSE
May 04 2016,DOG,"Poodle, Standard",11,M,FALSE
May 05 2016,DOG,IRISH WOLFHOUND/GERMAN SHEPHERD,8,M,FALSE
May 05 2016,DOG,Pug,,U,FALSE
May 08 2016,DOG,Maltese,8,M,FALSE
April 30 2016,DOG,MASTIFF MIX,4,M,FALSE
May 09 2016,DOG,Havanese,5,M,TRUE
May 06 2016,DOG,Pit Bull,,U,FALSE
May 10 2016,DOG,"Poodle, Standard",,U,FALSE
May 09 2016,DOG,Chihuahua,,U,FALSE
May 05 2016,DOG,LAB. RET./HOUND MIX,6,M,TRUE
May 08 2016,DOG,COLLIE MIX,1 1/2 YRS,M,TRUE
May 08 2016,DOG,American Pit Bull Terrier/Pit Bull,2,M,FALSE
May 06 2016,DOG,TERRIER,,U,FALSE
May 05 2016,DOG,TERRIER,,U,FALSE
May 14 2016,DOG,Chihuahua,6,M,TRUE
May 15 2016,DOG,American Pit Bull Mix / Pit Bull Mix,4 YRS,M,TRUE
May 12 2016,DOG,MASTIFF,2 YRS,M,TRUE
May 16 2016,DOG,Labrador Retriever,1,F,TRUE
May 15 2016,DOG,SCOTTIE/LHASA AHPSO,14,F,TRUE
May 20 2016,DOG,SHIH TZU MIX,2,M,FALSE
May 23 2016,DOG,GOLDEN POODLE,5,M,TRUE
May 24 2016,DOG,Cotton De Tulear,5,M,TRUE
May 23 2016,DOG,Pit Bull,,U,FALSE
May 20 2016,DOG,"Poodle, Miniature",1,M,TRUE
May 23 2016,DOG,MIKI,7,M,TRUE
May 24 2016,DOG,Pit Bull,,U,FALSE
May 25 2016,DOG,Bouvier Des Flandres,1,F,TRUE
May 22 2016,DOG,GERMAN SHEPERD POINT MIX,2,F,FALSE
May 25 2016,DOG,Pomeranian,,U,FALSE
May 11 2016,DOG,Chihuahua Crossbreed,2,M,TRUE
May 27 2016,DOG,Chow Chow,,U,FALSE
May 30 2016,DOG,MALTESE POODLE MIX,4,M,TRUE
May 28 2016,DOG,Chihuahua,,U,FALSE
May 31 2016,DOG,Pit Bull,10 YRS,F,FALSE
May 28 2016,DOG,MINI PINSCHER/YORKSHIRE TERRIER,4,F,TRUE
May 31 2016,DOG,Pug,,U,FALSE
May 25 2016,DOG,Shih Tzu,10,M,FALSE
May 30 2016,DOG,"Poodle, Standard",,U,FALSE
May 31 2016,DOG,Pit Bull,,U,FALSE
May 21 2016,DOG,RHODESIAN RIDGEBACK/SHEPHERD X,,U,FALSE
June 02 2016,DOG,Pit Bull,,U,FALSE
June 04 2016,DOG,SHIH TZU/ POMERANINAN,,F,FALSE
June 04 2016,DOG,Shih Tzu,3,M,TRUE
June 06 2016,DOG,TEACUP YORKSHIRE,,U,FALSE
June 08 2016,DOG,American Pit Bull Terrier/Pit Bull,4,F,FALSE
May 28 2016,DOG,Shih Tzu,5,F,FALSE
June 14 2016,DOG,Yorkshire Terrier,12,M,TRUE
June 09 2016,DOG,Chihuahua,1,M,FALSE
June 10 2016,DOG,Dachshund Smooth Coat,1,M,TRUE
June 11 2016,DOG,Pit Bull,,F,FALSE
June 13 2016,DOG,Pit Bull,,U,FALSE
June 14 2016,DOG,Pit Bull,1,M,TRUE
June 14 2016,DOG,AMERICAN BULLY MIX,5,M,TRUE
June 16 2016,DOG,Yorkshire Terrier,,F,FALSE
June 05 2016,DOG,GERMAN SHEPARD MIX,3M,M,TRUE
June 18 2016,DOG,PITBULL/LABRADOR RETRIEVER,5M,F,TRUE
June 17 2016,DOG,PIT BULL,2018-04-06T00:00:00.000,M,TRUE
June 20 2016,DOG,TERRIER,3M,F,TRUE
June 19 2016,DOG,Boxer,,U,FALSE
June 18 2016,DOG,BORDER COLLIE/ POODLE,6,M,TRUE
June 16 2016,DOG,Miniature Pinscher,10,M,TRUE
June 19 2016,DOG,Golden Retriever,6,M,TRUE
June 21 2016,DOG,Pit Bull,,M,FALSE
June 20 2016,DOG,American Pit Bull Mix / Pit Bull Mix,2,M,FALSE
June 20 2016,DOG,Border Terrier,1,M,TRUE
June 21 2016,DOG,Mixed/Other,,U,FALSE
June 22 2016,DOG,PIT TERRIER MIX,,U,FALSE
June 20 2016,DOG,GOLDEN DOODLE,,U,FALSE
June 18 2016,DOG,Beagle,8,M,TRUE
June 18 2016,DOG,Beagle,8,M,TRUE
June 21 2016,DOG,Pit Bull,,U,FALSE
June 21 2016,DOG,German Shepherd Crossbreed,2,F,TRUE
June 23 2016,DOG,Mixed/Other,5,M,TRUE
June 22 2016,DOG,Pit Bull,2,M,FALSE
June 24 2016,DOG,Mixed/Other,,F,FALSE
June 28 2016,DOG,Pit Bull,,U,FALSE
June 30 2016,DOG,PARSON RUSSELL TERRIEER,4,F,TRUE
July 03 2016,DOG,American Pit Bull Mix / Pit Bull Mix,2,F,FALSE
July 01 2016,DOG,American Pit Bull Terrier/Pit Bull,6,M,FALSE
July 01 2016,DOG,American Pit Bull Terrier/Pit Bull,6,M,FALSE
July 01 2016,DOG,American Pit Bull Terrier/Pit Bull,6,M,FALSE
July 01 2016,DOG,American Pit Bull Terrier/Pit Bull,6,M,FALSE
July 04 2016,DOG,Pit Bull,6,M,TRUE
July 04 2016,DOG,Pit Bull,,U,FALSE
June 26 2016,DOG,Mixed/Other,4,M,TRUE
July 02 2016,DOG,West High White Terrier,5,M,TRUE
May 07 2016,DOG,GOLDEN LABRADOR MIX,10,F,FALSE
July 09 2016,DOG,Labrador Retriever,10,M,FALSE
June 12 2016,DOG,POMSKI,1,M,TRUE
July 01 2016,DOG,Pit Bull,,U,FALSE
July 11 2016,DOG,SHEPHERD,3M,F,TRUE
July 14 2016,DOG,LARGE BREED MIX,7,F,TRUE
July 12 2016,DOG,Shih Tzu,,U,FALSE
July 09 2016,DOG,Maltese,4,M,TRUE
July 14 2016,DOG,"Dachshund, Wirehaired, Miniature",1,M,TRUE
July 17 2016,DOG,Siberian Husky,,U,FALSE
July 14 2016,DOG,Shih Tzu,3,M,FALSE
July 13 2016,DOG,Chihuahua,3,M,TRUE
July 14 2016,DOG,Shih Tzu,,U,FALSE
July 11 2016,DOG,PITBULL/BOXER,,U,FALSE
July 20 2016,DOG,Mixed/Other,2,M,TRUE
July 20 2016,DOG,GOLDEN DOODLE,,U,FALSE
July 19 2016,DOG,Rhodesian Ridgeback,1900-01-01T00:00:00.000,F,TRUE
July 22 2016,DOG,"Poodle, Standard",4,M,TRUE
July 27 2016,DOG,Chihuahua Crossbreed,4,M,FALSE
July 23 2016,DOG,PIT BULL MIX,7,M,TRUE
July 22 2016,DOG,American Pit Bull Mix / Pit Bull Mix,,U,FALSE
July 21 2016,DOG,SHIH TZU/ YORKIE,6,M,FALSE
July 03 2016,DOG,Pit Bull,,U,FALSE
July 27 2016,DOG,Doberman Pinscher,8,M,FALSE
July 31 2016,DOG,Bichon Frise,7,F,TRUE
July 30 2016,DOG,Cocker Spaniel Crossbreed,5,F,FALSE
July 27 2016,DOG,Doberman Pinscher,,U,FALSE
July 30 2016,DOG,Vizsla,5,M,TRUE
July 30 2016,DOG,Bull dog,,U,FALSE
July 26 2016,DOG,Pit Bull,,U,FALSE
August 01 2016,DOG,Havanese,2,M,TRUE
August 02 2016,DOG,Shih Tzu,,U,FALSE
July 21 2016,DOG,Pit Bull,,F,FALSE
August 04 2016,DOG,LABRADOR MIX,4,M,TRUE
July 30 2016,DOG,Pit Bull,,U,FALSE
August 03 2016,DOG,Pit Bull,2,M,TRUE
July 30 2016,DOG,American Pit Bull Mix / Pit Bull Mix,6M,M,FALSE
August 03 2016,DOG,German Shepherd,2,F,TRUE
August 02 2016,DOG,Chihuahua,,U,FALSE
August 05 2016,DOG,"Bull Dog, English",7,M,TRUE
August 05 2016,DOG,Mixed/Other,6,M,TRUE
August 04 2016,DOG,SHIH TZU MIX,3,M,TRUE
August 02 2016,DOG,"Bull Dog, French",9,M,FALSE
August 06 2016,DOG,BEAGLE/ SHEPHERED,9,F,TRUE
August 06 2016,DOG,Mixed/Other,,U,FALSE
August 04 2016,DOG,PIT BULL MIX,7,M,TRUE
August 08 2016,DOG,"Bull Dog, English",4,M,TRUE
August 09 2016,DOG,Shih Tzu,2,M,FALSE
August 09 2016,DOG,POODLE MIX,3,F,TRUE
July 21 2016,DOG,Pit Bull,,U,FALSE
August 06 2016,DOG,Mixed/Other,4,F,TRUE
August 06 2016,DOG,Siberian Husky,3 MTHS,F,FALSE
August 08 2016,DOG,"Bull Dog, French",6,M,TRUE
August 07 2016,DOG,Labrador Retriever,3M,M,FALSE
August 08 2016,DOG,Jack Russ,11,M,TRUE
August 08 2016,DOG,Pit Bull,,U,FALSE
August 10 2016,DOG,Shih Tzu,10,M,TRUE
August 09 2016,DOG,Pug,,U,FALSE
July 31 2016,DOG,Pit Bull,,U,FALSE
August 12 2016,DOG,Pit Bull,1,F,FALSE
August 15 2016,DOG,HUSKY,5,F,FALSE
August 15 2016,DOG,Bull dog,5M,M,FALSE
August 12 2016,DOG,Pit Bull,0.2,M,FALSE
August 15 2016,DOG,Siberian Husky,8M,M,FALSE
August 14 2016,DOG,Labrador Retriever,4M,F,TRUE
August 16 2016,DOG,Silky Terrier,3,M,TRUE
August 15 2016,DOG,TERRIER,,U,FALSE
August 13 2016,DOG,Pit Bull,6,M,FALSE
August 06 2016,DOG,Pit Bull,,U,FALSE
May 11 2016,DOG,Pit Bull,1,U,FALSE
August 21 2016,DOG,Maltese,12,F,FALSE
July 07 2016,DOG,Labrador Retriever,,U,FALSE
August 11 2016,DOG,TERRIER MIX,3,M,TRUE
August 23 2016,DOG,Pit Bull,,U,FALSE
August 24 2016,DOG,Pit Bull,1,F,FALSE
August 24 2016,DOG,DOBERMAN DOODLE,2,M,TRUE
August 28 2016,DOG,Chihuahua,,U,FALSE
August 28 2016,DOG,German Shepherd,8,M,TRUE
August 24 2016,DOG,"Bull Dog, English",6,M,TRUE
August 30 2016,DOG,Pit Bull,,U,FALSE
August 22 2016,DOG,MALTESE / YORKSHIRE,6,F,TRUE
August 27 2016,DOG,Pit Bull,10,M,TRUE
August 27 2016,DOG,TERRIER,,U,FALSE
August 29 2016,DOG,Labrador Retriever,3 M,U,TRUE
September 05 2016,DOG,Maltese,1,M,TRUE
August 25 2016,DOG,Rottweiler,5,M,FALSE
September 05 2016,DOG,Mixed/Other,,U,FALSE
August 31 2016,DOG,"Poodle, Standard",5,M,TRUE
September 02 2016,DOG,Belgian Malinois,6,M,TRUE
September 03 2016,DOG,MUTT,3,F,FALSE
September 06 2016,DOG,Boston Terrier,1,M,TRUE
September 02 2016,DOG,HOUND,,U,FALSE
September 03 2016,DOG,FEIST,1,M,TRUE
August 18 2016,DOG,MORKIE,9,M,TRUE
August 21 2016,DOG,MORKIE,9,M,TRUE
August 30 2016,DOG,Pit Bull,,U,FALSE
August 25 2016,DOG,Pit Bull,,U,FALSE
September 07 2016,DOG,Chihuahua,,U,FALSE
September 09 2016,DOG,Mixed/Other,,U,FALSE
September 10 2016,DOG,Pit Bull,3,M,FALSE
September 11 2016,DOG,LABRADOODLE,7,F,TRUE
September 11 2016,DOG,Maltese,6,M,FALSE
September 13 2016,DOG,Shih Tzu,,U,FALSE
September 02 2016,DOG,Pit Bull,2,F,TRUE
September 13 2016,DOG,Golden Retriever,3,M,TRUE
September 08 2016,DOG,German Shepherd,,U,FALSE
September 13 2016,DOG,Pit Bull,3,M,FALSE
September 13 2016,DOG,Dachshund Smooth Coat,6,F,TRUE
September 05 2016,DOG,Beagle Crossbreed,2,M,TRUE
August 09 2016,DOG,JACK RUSSELL MIX,,U,FALSE
September 18 2016,DOG,PIT BULL X/ PUG,3,M,FALSE
September 14 2016,DOG,German Shepherd,7,M,TRUE
September 16 2016,DOG,Mixed/Other,,U,FALSE
September 18 2016,DOG,YORKSHIRE TERRIER MIX,6,M,TRUE
September 17 2016,DOG,Akita,,U,FALSE
September 22 2016,DOG,NOVA SCOTIA DUCK TOLLING RETRIEVER,4,M,TRUE
September 17 2016,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE
September 19 2016,DOG,Pit Bull,1,U,FALSE
September 22 2016,DOG,Beagle,,U,FALSE
September 25 2016,DOG,RAT TERRIER,2,M,TRUE
September 24 2016,DOG,SHEPHERD,,U,FALSE
September 26 2016,DOG,SHEPHERD MIX,4,M,TRUE
September 27 2016,DOG,Pit Bull,,U,FALSE
September 27 2016,DOG,Cocker Spaniel,,U,FALSE
September 28 2016,DOG,"Collie, Border",5,M,TRUE
September 25 2016,DOG,ROTTWEILER MIX,2,M,TRUE
September 19 2016,DOG,Mixed/Other,,U,FALSE
September 29 2016,DOG,Mixed/Other,,U,FALSE
October 03 2016,DOG,Pit Bull,,U,FALSE
October 01 2016,DOG,DACHSCHUND/ JACK RUSSELL TERRIER MIX,3,M,FALSE
October 03 2016,DOG,Pit Bull,,U,FALSE
September 30 2016,DOG,"Collie, Border",14,M,TRUE
September 24 2016,DOG,Labrador Retriever Crossbreed,,U,FALSE
September 14 2016,DOG,Pit Bull,2,M,FALSE
October 04 2016,DOG,Yorkshire Terrier,8,M,TRUE
October 05 2016,DOG,"Bull Dog, French",2,F,TRUE
October 06 2016,DOG,Pit Bull,2,M,FALSE
October 10 2016,DOG,Pit Bull,,U,FALSE
October 08 2016,DOG,Pit Bull,,U,FALSE
October 11 2016,DOG,Bichon Frise,2,M,TRUE
October 10 2016,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE
October 06 2016,DOG,American Staffordshire Terrier,4,F,TRUE
October 12 2016,DOG,"Bull Dog, English",1,F,TRUE
