ContractID,ServiceContractReference,ContractName,Counterparties,ContractValue,DateOfAward,StartDate,EndDate,MaximumExtensionMonths
000-HUVB7931,NP671A20,NP671A20 - Methlick School,RGS Motor Services,147250,16/08/2015,16/08/2015,06/07/2020,24
000-BYKL3387,NS408L20,NS408L20 - Banff Academy,Stagecoach Bluebird,228712.5,16/08/2015,16/08/2015,06/07/2020,0
000-UFXB3149,NS441D20,NS441D20 - Fraserburgh Academy,Stagecoach Bluebird,183796.5,16/08/2015,16/08/2015,06/07/2020,24
000-CUMA6145,NS441J20,NS441J20 - Fraserburgh Academy,Stagecoach Bluebird,236806.5,16/08/2015,16/08/2015,06/07/2020,24
000-DALP3758,NS467G20,NS467G20 - Mintlaw Academy,Stagecoach Bluebird,203176.5,16/08/2015,16/08/2015,06/07/2020,24
000-ECRY9114,NS631K20,NS631K20 - Ellon Academy,Bains Coaches,209000,16/08/2015,16/08/2015,06/07/2020,0
000-RVGJ9816,NS631N20,NS631N20 - Ellon Academy,Bains Coaches,114000,16/08/2015,16/08/2015,06/07/2020,0
000-JCWW7487,NS644C20,NS644C20 - The Gordon Schools,Stagecoach Bluebird,236806.5,16/08/2015,16/08/2015,06/07/2020,24
000-KVQD2444,NS644G20,NS644G20 - The Gordon Schools,Stagecoach Bluebird,263368.5,16/08/2015,16/08/2015,06/07/2020,24
000-LRNE8642,NS644I20,NS644I20 - The Gordon Schools,Stagecoach Bluebird,229168.5,16/08/2015,16/08/2015,06/07/2020,24
000-KMAM5487,NS705G20,NS705G20 - Meldrum Academy,RGS Motor Services,152000,16/08/2015,16/08/2015,06/07/2020,0
000-KDHA5864,NS705K20,NS705K20 - Meldrum Academy,Stagecoach Bluebird,206606,16/08/2015,16/08/2015,06/07/2020,0
000-DVBL2478,NS705Q20,NS705Q20 - Meldrum Academy,RGS Motor Services,180500,16/08/2015,16/08/2015,06/07/2020,0
000-TMER8159,NP637A20,NP637A20 - Forgue Primary School,Stagecoach Bluebird,208306.5,16/08/2015,16/08/2015,06/07/2020,24
000-DLRF1818,NS408C-R20,NS408C-R20 - Banff Academy,Stagecoach Bluebird,147924.5,16/08/2015,16/08/2015,06/07/2020,0
000-FVKK7528,NS408E20,NS408E20 - Banff Academy,Stagecoach Bluebird,208192.5,16/08/2015,16/08/2015,06/07/2020,0
000-ARFG4863,NS408F20,NS408F20 - Banff Academy,Stagecoach Bluebird,246952.5,16/08/2015,16/08/2015,06/07/2020,0
000-MMLU9482,NS408H20,NS408H20 - Banff Academy,Stagecoach Bluebird,212296.5,16/08/2015,16/08/2015,06/07/2020,24
000-PHEJ5229,NS644D20,NS644D20 - The Gordon Schools,Stagecoach Bluebird,193800,16/08/2015,16/08/2015,06/07/2020,24
000-HGVW7564,NS644K20,NS644K20 - The Gordon Schools,Alex Milne Coaches,232750,16/08/2015,16/08/2015,06/07/2020,0
000-CCEK3383,NS644L20,NS644L20 - The Gordon Schools,Stagecoach Bluebird,173042.5,16/08/2015,16/08/2015,06/07/2020,24
000-XFEC7119,NS496G20,NS496G20 - Turriff Academy,Alex Milne Coaches,304000,16/08/2015,16/08/2015,06/07/2020,0
000-WPHD1422,NS496H20,NS496H20 - Turriff Academy,Alex Milne Coaches,161500,16/08/2015,16/08/2015,06/07/2020,0
000-KLXF5788,NS496I20,NS496I20 - Turriff Academy,Alex Milne Coaches,228000,16/08/2015,16/08/2015,06/07/2020,0
000-UYEV2993,NS496P20,NS496P20 - Turriff Academy,Stagecoach Bluebird,108300,16/08/2015,16/08/2015,06/07/2020,0
000-LAAU7225,NS477B20,NS477B20 - Peterhead Academy,Watermill Coaches Limited,221350,16/08/2015,16/08/2015,06/07/2020,0
000-PDJW9319,NP458A20,NP458A20 - Kininmonth Primary School,Kineil Coaches Limited,265050,16/08/2015,16/08/2015,06/07/2020,24
000-TXAH3334,NS467J20,NS467J20 - Mintlaw Academy,Kineil Coaches Limited,270750,16/08/2015,16/08/2015,06/07/2020,0
000-LBMF6711,NS467P20,NS467P20 - Mintlaw Academy,Kineil Coaches Limited,264100,16/08/2015,16/08/2015,06/07/2020,0
000-BVQY8461,NS467E20,NS467E20 - Mintlaw Academy,Kineil Coaches Limited,294500,16/08/2015,16/08/2015,06/07/2020,0
000-PJAR8666,F-NS644Q20,F-NS644Q20 - The Gordon Schools,Reids of Rhynie,45600,16/08/2015,16/08/2015,06/07/2020,24
000-YDYG8279,NS705C20,NS705C20 - Meldrum Academy,Kineil Coaches Limited,365750,16/08/2015,16/08/2015,06/07/2020,0
000-APRM1395,NS705H20,NS705H20 - Meldrum Academy,Kineil Coaches Limited,280250,16/08/2015,16/08/2015,06/07/2020,0
000-UFKW1836,NS705J20,NS705J20 - Meldrum Academy,Kineil Coaches Limited,280250,16/08/2015,16/08/2015,06/07/2020,24
000-UXAW8692,NS705L20,NS705L20 - Meldrum Academy,Kineil Coaches Limited,251750,16/08/2015,16/08/2015,06/07/2020,0
000-DAWD2947,NS496E20,NS496E20 - Turriff Academy,Stagecoach Bluebird,359309,16/08/2015,16/08/2015,06/07/2020,24
000-HEHX5569,NS496F20,NS496F20 - Turriff Academy,Stagecoach Bluebird,369949,16/08/2015,16/08/2015,06/07/2020,24
000-QMRD8599,NS496L20,NS496L20 - Turriff Academy,Stagecoach Bluebird,133076,16/08/2015,16/08/2015,06/07/2020,24
000-GCYV7616,SS649G19,SS649G19 - Inverurie Academy,Watermill Coaches Limited,187720,16/08/2015,16/08/2015,06/07/2020,0
000-AWVH3221,F-NS644R20,F-NS644R20 - The Gordon School,AJS Contract Cars Limited,71231,16/08/2015,16/08/2015,06/07/2020,0
000-KHWM9573,NP402B20,NP402B20 - Aberchirder Primary School,AJS Contract Cars Limited,71231,16/08/2015,16/08/2015,06/07/2020,0
000-BRCT7132,NP417B20,NP417B20 - Bracoden Primary School,Alex Milne Coaches,166250,16/08/2015,16/08/2015,06/07/2020,0
000-DAJM3682,NP448B20,NP448B20 - Fyvie Primary School,Alex Milne Coaches,171000,16/08/2015,16/08/2015,06/07/2020,0
000-XXRQ5717,NP464D20,NP464D20 - Markethill Primary School,Alex Milne Coaches,171000,16/08/2015,16/08/2015,06/07/2020,0
000-DMCJ3231,NP471A20,NP471A20 - New Deer Primary School,Alex Milne Coaches,171000,16/08/2015,16/08/2015,06/07/2020,0
000-RBXP5641,NP618A20,NP618A20 - Clatt Primary School,AJS Contract Cars Limited,71231,16/08/2015,16/08/2015,06/07/2020,0
000-WHPM9425,NP640B20,NP640B20 - Gartly Primary School,AJS Contract Cars Limited,71231,16/08/2015,16/08/2015,06/07/2020,0
000-AKHE9377,NP642B20,NP642B20 - Glass Primary School,AJS Contract Cars Limited,71231,16/08/2015,16/08/2015,06/07/2020,0
000-GXDB7661,NP686A20,NP686A20 - Rhynie Primary School,AJS Contract Cars Limited,71231,16/08/2015,16/08/2015,06/07/2020,0
000-BTRR6777,NP699A20,NP699A20 - Udny Green Primary School,AJS Contract Cars Limited,71231,16/08/2015,16/08/2015,06/07/2020,0
000-RBTN6368,NS467H20,NS467H20 - Mintlaw Academy,Alex Milne Coaches,190000,16/08/2015,16/08/2015,06/07/2020,0
000-MPLM5971,NS705N20,NS705N20 - Meldrum Academy,Cadgers Taxis,104500,16/08/2015,16/08/2015,06/07/2020,0
000-TEKF2284,NP481A20,NP481A20 - Port Erroll Primary School,Central Taxis (North-East) Limited,22800,16/08/2015,16/08/2015,06/07/2020,0
000-KBBY7442,NP638C20,NP638C20 - Foveran Primary School,Central Taxis (North-East) Limited,61750,16/08/2015,16/08/2015,06/07/2020,0
000-HBHD5117,NP691B20,NP691B20 - Slains Primary School,Central Taxis (North-East) Limited,49400,16/08/2015,16/08/2015,06/07/2020,0
000-XMKM8222,NP695A20,NP695A20 - Tipperty Primary School,Central Taxis (North-East) Limited,49400,16/08/2015,16/08/2015,06/07/2020,0
000-WQTF9543,NS477G20,NS477G20 - Peterhead Academy,Central Taxis (North-East) Limited,19000,16/08/2015,16/08/2015,06/07/2020,0
000-PRUN4169,F-NS441Y20,F-NS441Y20 - Fraserburgh Academy,Classy Taxis Limited,29421.5,16/08/2015,16/08/2015,06/07/2020,0
000-JHTB7472,F-NS441Z20,F-NS441Z20 - Fraserburgh Academy,Classy Taxis Limited,69350,16/08/2015,16/08/2015,06/07/2020,0
000-ETCM6638,F-NS705S20,F-NS705S20 - Meldrum Academy,Cheynes Coaches,104500,16/08/2015,16/08/2015,06/07/2020,0
000-NDPW2266,F-NS705T20,F-NS705T20 - Meldrum Academy,Cheynes Coaches,104500,16/08/2015,16/08/2015,06/07/2020,0
000-RAKM5186,F-NS705Z20,F-NS705Z20 - Meldrum Academy,Cheynes Coaches,104500,16/08/2015,16/08/2015,06/07/2020,0
000-KVBY6815,NP417A20,NP417A20 - Bracoden Primary School,Classy Taxis Limited,123500,16/08/2015,16/08/2015,06/07/2020,0
000-DLYN3639,NP468A20,NP468A20 - Mintlaw Primary School,Classy Taxis Limited,92691.5,16/08/2015,16/08/2015,06/07/2020,0
000-HMYW5954,NP486A20,NP486A20 - Rosehearty Primary School,Classy Taxis Limited,81700,16/08/2015,16/08/2015,06/07/2020,0
000-WRMG5491,NP486B20,NP486B20 - Rosehearty Primary School,Classy Taxis Limited,84550,16/08/2015,16/08/2015,06/07/2020,0
000-KYVQ6854,NP489A20,NP489A20 - St Combs Primary School,Classy Taxis Limited,69350,16/08/2015,16/08/2015,06/07/2020,0
000-JXLW3523,NP490A20,NP490A20 - St Fergus Primary School,Classy Taxis Limited,99750,16/08/2015,16/08/2015,06/07/2020,0
000-QQQP8447,NP494A20,NP494A20 - Strichen Primary School,Classy Taxis Limited,102581,16/08/2015,16/08/2015,06/07/2020,0
000-BKPB4972,NP627B20,NP627B20 - Daviot Primary School,Cheynes Coaches,166250,16/08/2015,16/08/2015,06/07/2020,0
000-UGFL4823,NP684A20,NP684A20 - Rayne North School,Cheynes Coaches,151525,16/08/2015,16/08/2015,06/07/2020,0
000-EDTH4374,NP684B20,NP684B20 - Rayne North School,Cheynes Coaches,151525,16/08/2015,16/08/2015,06/07/2020,0
000-XFQG8143,NS441F20,NS441F20 - Fraserburgh Academy,Classy Taxis Limited,82650,16/08/2015,16/08/2015,06/07/2020,0
000-XHDM1352,NS441H20,NS441H20 - Fraserburgh Academy,Classy Taxis Limited,73150,16/08/2015,16/08/2015,06/07/2020,0
000-WWGT7578,NS441I20,NS441I20 - Fraserburgh Academy,Classy Taxis Limited,82650,16/08/2015,16/08/2015,06/07/2020,0
000-GJCT1829,NS467L20,NS467L20 - Mintlaw Academy,Classy Taxis Limited,123500,16/08/2015,16/08/2015,06/07/2020,0
000-HQQX2493,F-NS705U20,F-NS705U20 - Meldrum Academy,J & M Burns,78850,16/08/2015,16/08/2015,06/07/2020,0
000-DMBG1875,F-NS705V20,F-NS705V20 - Meldrum Academy,J & M Burns,28500,16/08/2015,16/08/2015,06/07/2020,0
000-LUVF5153,F-NS705W20,F-NS705W20 - Meldrum Academy,J & M Burns,14250,16/08/2015,16/08/2015,06/07/2020,0
000-CKNN5847,NP499B20,NP499B20 - Whitehills School,J & M Burns,146300,16/08/2015,16/08/2015,06/07/2020,0
000-JEUU4821,NP613A20,NP613A20 - Barthol Chapel School,J & M Burns,153900,16/08/2015,16/08/2015,06/07/2020,0
000-TTJB7821,NP670A20,NP670A20 - Meldrum Primary School,J & M Burns,167200,16/08/2015,16/08/2015,06/07/2020,0
000-KMNU9559,NP670B20,NP670B20 - Meldrum Primary School,J & M Burns,203300,16/08/2015,16/08/2015,06/07/2020,0
000-WTYH4237,NP680A20,NP680A20 - Pitmedden Primary School,J & M Burns,140600,16/08/2015,16/08/2015,06/07/2020,0
000-BRBR9191,NP694B20,NP694B20 - Tarves Primary School,J & M Burns,167200,16/08/2015,16/08/2015,06/07/2020,0
000-LGFC5326,NS705B20,NS705B20 - Meldrum Academy,J & M Burns,212800,16/08/2015,16/08/2015,06/07/2020,0
000-NCEX9848,NS705I20,NS705I20 - Meldrum Academy,J & M Burns,181450,16/08/2015,16/08/2015,06/07/2020,0
000-LTNW4679,NS705R20,NS705R20 - Meldrum Academy,J & M Burns,241300,16/08/2015,16/08/2015,06/07/2020,0
000-HLQM3243,NS467K20,NS467K20 - Mintlaw Academy,Kineil Coaches Limited,211380,18/04/2016,18/04/2016,06/07/2020,24
000-PVTU4515,NS467D20,NS467D20 - Mintlaw Academy,Kineil Coaches Limited,203250,18/04/2016,18/04/2016,06/07/2020,24
000-YRDB4916,NS441A20,NS441A20 - Fraserburgh Academy,Kineil Coaches Limited,266664,18/04/2016,18/04/2016,06/07/2020,24
000-PRRX6649,NMC-J,NMC-J Music Centre (Mintlaw),Kininmonth Cabs,0,16/08/2015,16/08/2015,06/07/2020,0
000-YFRB8392,NP437A20,NP437A20 Fetterangus School,Kininmonth Cabs,0,16/08/2015,16/08/2015,06/07/2020,0
000-KBXC5747,NP448A20,NP488A20 Fyvie School,Kininmonth Cabs,0,16/08/2015,16/08/2015,06/07/2020,0
000-YELV1363,NP465A20,NP465A20 Maud School,Kininmonth Cabs,0,16/08/2015,16/08/2015,06/07/2020,0
000-AMCW7737,NP471C20,NP471C20 New Deer School,Kininmonth Cabs,0,16/08/2015,16/08/2015,06/07/2020,0
000-DJFW3242,NP473A20,NP473A20 New Pitsligo & St Johns School,Kininmonth Cabs,0,16/08/2015,16/08/2015,06/07/2020,0
000-HCKF8392,NP485C20,NP485C20 Rathen School,Kininmonth Cabs,0,16/08/2015,16/08/2015,06/07/2020,0
000-LFMW5765,NS467Q20,NS467Q20 Mintlaw Academy,Kininmonth Cabs,0,16/08/2015,16/08/2015,06/07/2020,0
000-ERGG7977,Portal Ref: 413208,"Award of Call off Agreement: NP460A20 Lochpots School, Fraserburgh",Watermill Coaches Ltd,18620,11/09/2015,14/09/2015,06/07/2020,0
000-CRDE5211,Portal Ref: 425694,Award of Call off Agreement: NP468B20 Portsoy Primary,Portsoy Taxis Limited,23517,23/12/2015,06/06/2016,06/07/2020,0
000-WFMX9882,NS408Q20,NS408Q20 Banff Academy,Classy Taxis Ltd,37510,09/10/2018,29/10/2018,06/07/2020,0
000-CAKR8854,000-CAKR8854,Inclusive Music Making,Drake Music Scotland,146000,04/09/2017,04/09/2017,10/07/2020,24
000-KJLC5454,20085408,Uniform (environmental),iDox Systems,85245,30/04/2013,01/04/2015,13/07/2020,24
000-ULDP7223,20085408,Uniform (property),iDox Systems,49999.95,30/04/2013,01/04/2015,13/07/2020,24
000-KGNF4617,20118564,Oracle SUN Server Unix Hardware Maint,Oracle,40000,15/07/2014,15/07/2014,14/07/2020,12
000-UYET4623,NP699B20,NP699B20 - Udny Green Primary School,Central Taxis (North-East) Limited,59375,19/11/2015,19/11/2015,16/07/2020,0
000-WEEM4361,Portal Ref: 427195,Award of Call off Agreement: NP44020 Fordyce School,DEVERON COACHES LIMITED,51720,12/01/2016,18/01/2016,16/07/2020,0
000-KNVD8777,915,Catering Sundries - SXL Framework 0915,"Instock Disposables Ltd,Alliance Disposables Limited,BFS Group Limited (T/A 3663 Catering Equipment),Brake Bros Ltd,Bunzl UK Ltd (T/A Lockhart Catering),Bunzl UK Limited T/A Bunzl Catering Supplies,GMC Corsehill,Nisbets PLC,Tri-star Packaging Supplies Limited,Unico Limited",660000,20/10/2016,20/10/2016,31/07/2020,0
000-GHPW8169,20122845,Teleform,ePartner Consulting Limited,12600,01/08/2015,01/08/2015,31/07/2020,0
000-RJTX3632,20093230,AssetBank,Bright Interactive,15000,10/01/2014,(blank),31/07/2020,12
000-ARDC2459,20114793,Confirm,Pitney Bowes,382500,08/08/2015,08/08/2015,01/08/2020,0
000-QLGP8186,NL1,NL1 Aberdeen - Banff,Stagecoach Bluebird,194296,16/08/2015,16/08/2015,15/08/2020,24
000-PNQP8829,NL2,NL2 Aberdeen - Whitehills,Stagecoach Bluebird,9622.6,16/08/2015,16/08/2015,15/08/2020,24
000-LMLG7623,NL3,NL3 Aberdeen - Fyvie,Stagecoach Bluebird,7417.8,16/08/2015,16/08/2015,15/08/2020,24
000-FFEA5824,NL4,NL4 Aberdeen - Turriff,Stagecoach Bluebird,286,16/08/2015,16/08/2015,15/08/2020,24
000-RLGN6185,NL5,NL5 Macduff-Fordyce-Sandend-Cullen,Stagecoach Bluebird,49974.6,16/08/2015,16/08/2015,15/08/2020,24
000-TUQH5195,NL6,NL6 Macduff/Turriff-Aberchirder-Huntly,Stagecoach Bluebird,664250.6,16/08/2015,16/08/2015,15/08/2020,24
000-QNCH8511,NL7,NL7 Banff-Gardenstown/Fraserburgh,Stagecoach Bluebird,158763.8,16/08/2015,16/08/2015,15/08/2020,24
000-GEMY5613,NL8,NL8 Banff - Fraserburgh,Stagecoach Bluebird,95368,16/08/2015,16/08/2015,15/08/2020,24
000-LKTU7521,NL9,NL9 Fraserburgh - Banff,Stagecoach Bluebird,318266,16/08/2015,16/08/2015,15/08/2020,24
000-CYEB5947,NL10,NL10 Gardenstown - Fraserburgh,Stagecoach Bluebird,20823.4,16/08/2015,16/08/2015,15/08/2020,24
000-ALBK6865,NL11,NL11 Rosehearty - Fraserburgh,Stagecoach Bluebird,54007.2,16/08/2015,16/08/2015,15/08/2020,24
000-GPNE4934,NL12,NL12 St Combs - Fraserburgh,Stagecoach Bluebird,109889,16/08/2015,16/08/2015,15/08/2020,24
000-LWDH6288,NL13,NL13 Fraserburgh - New Pitsligo,Stagecoach Bluebird,204053.2,16/08/2015,16/08/2015,15/08/2020,24
000-PACR8934,NL14,NL14 Turriff-Mintlaw/Fraserburgh,Stagecoach Bluebird,54444,16/08/2015,16/08/2015,15/08/2020,24
000-PFWH6771,NL29,NL29 Boddam/Invernettie-Peterhead,Stagecoach Bluebird,130055,16/08/2015,16/08/2015,15/08/2020,24
000-FVVK7395,NL30,NL30 Peterhead/Ellon-Dyce,Stagecoach Bluebird,657683,16/08/2015,16/08/2015,15/08/2020,24
000-WEWP9188,NL31,NL31 Ellon Town Service,Stagecoach Bluebird,607683,16/08/2015,16/08/2015,15/08/2020,24
000-AVBF1312,NL33,NL33 Ellon - Newburgh,Stagecoach Bluebird,71760,16/08/2015,16/08/2015,15/08/2020,24
000-EYVA1675,NL34,NL34 Fraserburgh-New Pitsligo-Ellon,Stagecoach Bluebird,283077.6,16/08/2015,16/08/2015,15/08/2020,24
000-RKDA9952,NL35,NL35 Ellon - Aberdeen,Stagecoach Bluebird,377,16/08/2015,16/08/2015,15/08/2020,24
000-EEVQ5144,NL40,NL40 Aberchirder/Turriff/Rothienorman-Inverurie,Stagecoach Bluebird,320364.2,16/08/2015,16/08/2015,15/08/2020,24
000-UKTB7191,NL41,NL41 Fraserburgh - Inverurie,Stagecoach Bluebird,14764,16/08/2015,16/08/2015,15/08/2020,24
000-HXDX1938,NL43,NL43 New Byth-Woodhead-Inverurie,Stagecoach Bluebird,19968,16/08/2015,16/08/2015,15/08/2020,24
000-YNBM1172,NL44,NL44 Kingseat-Hatton of Fintray-Inverurie,Burns Coaches,30680,16/08/2015,16/08/2015,15/08/2020,24
000-XQAL6583,NL45,NL45 Kingseat-Kinmuck-Inverurie,Burns Coaches,30680,16/08/2015,16/08/2015,15/08/2020,24
000-NHVQ8142,NL47,NL47 Ellon - Inverurie,Stagecoach Bluebird,502725.6,16/08/2015,16/08/2015,15/08/2020,24
000-RVEB5353,NL48,NL48 Oldmeldrum - Inverurie,Stagecoach Bluebird,25123.8,16/08/2015,16/08/2015,15/08/2020,24
000-TBDX9373,NL49,NL49 Inverurie Town Service,Stagecoach Bluebird,461541.6,16/08/2015,16/08/2015,15/08/2020,24
000-JXNK9994,NL50,NL50 Rhynie-Clatt-Auchleven-Inverurie,Stagecoach Bluebird,600.6,16/08/2015,16/08/2015,15/08/2020,24
000-CJHG5269,NL51,NL51 Alford - Huntly,Stagecoach Bluebird,446447.2,16/08/2015,16/08/2015,15/08/2020,24
000-GVAD5958,NL52,NL52 Lumsden - Insch,Bains Coaches,208000,16/08/2015,16/08/2015,15/08/2020,24
000-NCPG8717,NL53,NL53 Insch - Inverurie,Stagecoach Bluebird,301672.8,16/08/2015,16/08/2015,15/08/2020,24
000-RLYU5976,NL55,NL55 Aberdeen - Traves/Methlick,Stagecoach Bluebird,575715.4,16/08/2015,16/08/2015,15/08/2020,24
000-YAQV5196,NL56,NL56 Aberdeen - Pitmedden/Methlick,Stagecoach Bluebird,168090,16/08/2015,16/08/2015,15/08/2020,24
000-DLGN7517,NL57,NL57 Tarves - Ellon,Stagecoach Bluebird,184886,16/08/2015,16/08/2015,15/08/2020,24
000-YFTD8685,NL58,NL58 Aberdeen - Methlick,Stagecoach Bluebird,44655,16/08/2015,16/08/2015,15/08/2020,24
000-FNQE6829,NL59,NL59 Aberdeen - Tarves/Methlick,Stagecoach Bluebird,233129,16/08/2015,16/08/2015,15/08/2020,24
000-UQPQ3854,NL60,NL60 Aberdeen - Tarves,Stagecoach Bluebird,1279.2,16/08/2015,16/08/2015,15/08/2020,24
000-TCCH9478,NS496B-L,NS496B-L Maud - Turriff,Stagecoach Bluebird,210782.5,16/08/2015,16/08/2015,15/08/2020,24
000-PTEU7489,NS496E-L,NS496E-L Turriff Town Service and Circular,Stagecoach Bluebird,584420.2,16/08/2015,16/08/2015,15/08/2020,24
000-RBMM3113,NS496P-L,NS496P-L Turriff Circular,Stagecoach Bluebird,133076,16/08/2015,16/08/2015,15/08/2020,24
000-GEWQ9376,NS644A-L,NS644A-L Alford - Huntly,Stagecoach Bluebird,186390,16/08/2015,16/08/2015,15/08/2020,24
000-HNLE8438,NS644K-L,NS644K-L Huntly - Inverurie,Stagecoach Bluebird,235174.5,16/08/2015,16/08/2015,15/08/2020,24
000-EQPE9899,NL62,NL62 Oldmeldrum - Westhill - Kirkhill Industrial Estate,Bains Coaches,134400,18/04/2016,18/04/2016,15/08/2020,24
000-PUCQ7828,DRT2,Central Buchan A2B Dial-a-bus,Kininmonth Cabs,536465,16/08/2015,16/08/2015,16/08/2020,0
000-NPEQ2434,(blank),Macduff and Stonehaven Harbours Dredging Framework,Peter Madsen Rederi A/S,220720,30/08/2018,30/08/2018,30/08/2020,12
000-KHNM1545,(blank),Weighbridge Computerisation (Waste Services),Avery Weigh-Tronix,29157,08/03/2017,31/08/2017,30/08/2020,24
000-CRAB3492,JUL290426,Inspection and Compilation of Energy Performance Certificates (EPCs) for Non Domestic Properties throughout Aberdeenshire,CCDP LLP,32735,01/09/2017,01/09/2017,31/08/2020,0
000-DQQH2933,000-DQQH2933,EV Charging units - Banchory & Banff,SWARCO UK LTD (formally APT Controls Limited),15147,26/07/2017,01/08/2017,31/08/2020,0
000-UVEX9575,10294776,Bodet Kelio,Auto Time Systems Northern Ltd,37000,22/03/2015,22/03/2015,31/08/2020,0
000-LFJG7476,10870011,NBS Building & Electrical,NBS,33000,03/08/2017,03/08/2017,31/08/2020,0
000-HUBD2799,(blank),Non Domestic EPCs,CCDP LLP,21000,14/05/2017,01/09/2017,31/08/2020,12
000-BJEB5471,(blank),Waste Management - Woodhill House,EIS Waste Services Ltd,68000,04/06/2018,01/07/2018,31/08/2020,12
000-DCDR8422,000-DCDR8422,Treatment & Recovery/Recycling of Wood waste - Lot 1,Keenan Recycling Ltd,280000,01/09/2017,01/09/2017,31/08/2020,12
000-YCYP8218,000-DCDR8422,Treatment & Recovery/Recycling of Wood Waste - Lot 2,Suez Recycling and Recovery UK Ltd (formerly SITA UK),87000,01/09/2017,01/09/2017,31/08/2020,12
000-JKJA7531,(blank),Insurance Broker,Arthur J Gallagher,5250,31/08/2018,03/09/2018,02/09/2020,12
000-VNHW4771,000-VNHW4771,Roads Winter Bureau Services,"Aberdeen City Council,Aberdeenshire Council,Highland Council,Moray Council,Angus Council,Perth & Kinross Council,Dundee City Council",240000,(blank),01/10/2017,30/09/2020,(blank)
000-PUPL8556,(blank),Servicing & Maintenance of Weighbridges,Avery Weigh-Tronix,49354,30/08/2018,01/10/2018,30/09/2020,0
000-XGCJ1236,000-XGCJ1236,Cleaning of Communal Waste Bins - Sheltered Housing,Bin Cleaned (Aberdeen) Ltd,36880,09/10/2017,09/10/2017,08/10/2020,12
000-GAYP6772,18023,Sprinkler Installations to Sheltered Housing (18023),K W Contractors Ltd,2205056.93,26/04/2019,15/04/2019,16/10/2020,0
000-GUDV5719,(blank),Servicing of Pakawaste Rotocrush Equipment,Pakawaste Limited,8100,19/10/2018,19/10/2018,18/10/2020,0
000-KXPG9282,000-HLTY4667,Transported School Meal Deliveries for Aberdeenshire Council,"A & M Taxis,Elma McKandie,Kininmonth Cabs,Sheridan Myers Management Services LLP,Valerie Urquhart",526452,31/10/2017,31/10/2017,29/10/2020,12
000-MEDB2331,(blank),Water Coolers,Eden Springs,0,31/10/2018,(blank),31/10/2020,24
000-RRYE6587,(blank),Servicing of Bergmann Jumbo Rollpackers,Bergmann Direct Ltd,40608,01/11/2018,01/11/2018,31/10/2020,0
000-EHAT7614,(blank),SXL Framework 0117 - Recycle & Refuse Containers Lot 1 (2 wheeled bins),"Abfallbehalter & Container Weber UK Ltd,Craemer UK Ltd,ESE World Ltd,One 51 ES Plastics (UK) Ltd T/A MGB Plastics,Plastic Omnium Urban Systems Limited,SSI Schaefer Ltd",425000,03/11/2017,03/11/2017,02/11/2020,12
000-BYMP8793,(blank),SXL Framework 0117 - Recycle & Refuse Containers Lot 2 (Wheeled & Non-Wheeled Containers over 500L),"Abfallbehalter & Container Weber UK Ltd,Craemer UK Ltd,ESE World Ltd,Plastic Omnium Urban Systems Limited,SSI Schaefer Ltd,Egbert H Taylor & Co Ltd,Storm Environmental Ltd,Straight Manufacturing Ltd",228000,03/11/2017,03/11/2017,02/11/2020,12
000-XBQF3588,(blank),SXL Framework 0117 - Recycle & Refuse Containers Lot 4 (Kitchen Waste Containers),"Craemer UK Ltd,Egbert H Taylor & Co Ltd,Straight Manufacturing Ltd,Ridley Recycling Limited T/A Peter Ridley Waste Systems",19000,03/11/2017,03/11/2017,02/11/2020,12
000-JKTX4116,(blank),SXL Framework 0117 - Recycle & Refuse Containers Lot 5 (Urban Waste Containers),"Broxap Ltd,Glasdon UK Ltd,Leafield Environmental Limited,Plastic Omnium Urban Systems Limited,Wybone Limited",240000,03/11/2017,03/11/2017,02/11/2020,12
000-YHHN3568,(blank),SXL Framework 0117 - Recycle & Refuse Containers Lot 6 (Virgin & Recycling Content Sacks and Liners),"Biobags (Scotland) Limited,British Polythene Limited,Cromwell Polythene Ltd,Eximex UK Ltd,Imperial Polythene Products Limited,Sphere Professional UK Ltd",25000,03/11/2017,03/11/2017,02/11/2020,12
000-XPMQ5938,(blank),SXL Framework 0117 - Recycle & Refuse Containers Lot 7 (Compostable Sacks & Liners),"Biobags (Scotland) Limited,British Polythene Limited,Cromwell Polythene Ltd,Imperial Polythene Products Limited,Sphere Professional UK Ltd",525000,03/11/2017,03/11/2017,02/11/2020,12
000-GVKB4193,(blank),Winter Maintenance,GRITIT LTD,104000,08/11/2018,21/11/2018,11/11/2020,24
000-MGEG3477,alexander.bain@aberdeenshire.gov.uk,Alex Bain,PowerLanguage Ltd,90000,22/11/2015,12/11/2015,12/11/2020,24
000-EWHY6286,(blank),iDox Uniform - License Management System,Idox,84336,13/11/2018,13/11/2018,12/11/2020,36
000-FVTN8752,(blank),Joint Equipment Store Management System,Msoft eSolutions,53000,23/01/2017,19/11/2018,18/11/2020,0
000-HVMT7128,2113,Online School Payments - SXL Framework 2113 Call-off,"Cash Registers (Buccleuch) Limited,Cavendish Communication Projects Ltd T/a Wisepay,Parentpay Ltd",130033.32,27/11/2014,27/11/2014,26/11/2020,24
000-RHCK3893,(blank),Conject - 2 year provision of Project Control platform,Oracle Corporation UK Limited,46548,30/11/2018,01/12/2018,30/11/2020,0
